path,violations,max_tokens,median_tokens
benchmark_runs/qwen3-4b-base-lora-dirty-20260410T063854550362Z/raw/code_translate/qwen3_4b_base_lora_dirty_20260410T063854550362Z_0_end.jsonl,1819,6209,4228
benchmark_runs/llama-3.2-3b-lora-unclean74k-20260418T060013733329Z/raw/code_polishment/llama_3_2_3b_lora_unclean74k_20260418T060013733329Z_0_end.jsonl,1808,7842,4263
benchmark_runs/qwen2.5-coder-14b-lora-unclean74k-20260416T225633840158Z/raw/code_debug/qwen2_5_coder_14b_lora_unclean74k_20260416T225633840158Z_0_end.jsonl,1806,11458,4564
benchmark_runs/qwen3-14b-base-lora-unclean-20260422T205736288920Z/raw/code_translate/qwen3_14b_base_lora_unclean_20260422T205736288920Z_0_end.jsonl,1804,8153,4295
benchmark_runs/llama-3.2-3b-lora-unclean74k-20260410T215040667720Z/raw/code_polishment/llama_3_2_3b_lora_unclean74k_20260410T215040667720Z_0_end.jsonl,1803,7842,4262
benchmark_runs/qwen2.5-3b-lora-clean10k-20260418T064608021211Z/raw/code_translate/qwen2_5_3b_lora_clean10k_20260418T064608021211Z_0_end.jsonl,1790,7031,4208
benchmark_runs/qwen3-14b-base-lora-unclean-20260422T120902591970Z/raw/code_translate/qwen3_14b_base_lora_unclean_20260422T120902591970Z_0_end.jsonl,1786,8153,4304
benchmark_runs/starcoder2-15b-baseline-20260415T185909354701Z/raw/code_debug/starcoder2_15b_baseline_20260415T185909354701Z_0_end.jsonl,1783,13481,3779
benchmark_runs/starcoder2-3b-baseline-20260416T210457358916Z/raw/code_polishment/starcoder2_3b_baseline_20260416T210457358916Z_0_end.jsonl,1782,8225,3559
benchmark_runs/starcoder2-3b-baseline-20260418T004851033485Z/raw/code_polishment/starcoder2_3b_baseline_20260418T004851033485Z_0_end.jsonl,1780,8225,3548
benchmark_runs/qwen3-4b-base-lora-clean-20260410T061125660334Z/raw/code_polishment/qwen3_4b_base_lora_clean_20260410T061125660334Z_0_end.jsonl,1777,7706,4234
benchmark_runs/starcoder2-15b-baseline-20260415T185909354701Z/raw/code_translate/starcoder2_15b_baseline_20260415T185909354701Z_0_end.jsonl,1767,5832,3798
benchmark_runs/starcoder2-15b-baseline-20260415T185909354701Z/raw/code_polishment/starcoder2_15b_baseline_20260415T185909354701Z_0_end.jsonl,1762,5062,3859
benchmark_runs/qwen2.5-3b-lora-unclean-20260422T042301940335Z/raw/code_debug/qwen2_5_3b_lora_unclean_20260422T042301940335Z_0_end.jsonl,1758,6906,4272
benchmark_runs/starcoder2-3b-baseline-20260416T210457358916Z/raw/code_debug/starcoder2_3b_baseline_20260416T210457358916Z_0_end.jsonl,1735,9681,3665
benchmark_runs/starcoder2-3b-baseline-20260418T004851033485Z/raw/code_debug/starcoder2_3b_baseline_20260418T004851033485Z_0_end.jsonl,1731,9681,3668
benchmark_runs/_interrupted/deepseek-coder-6.7b-base-baseline-20260409T152918Z/raw/code_debug/deepseek_coder_6_7b_base_baseline_20260409T152918Z_0_end.jsonl,1729,4984,3536
benchmark_runs/deepseek-coder-6.7b-base-baseline-20260409T203401444176Z/raw/code_debug/deepseek_coder_6_7b_base_baseline_20260409T203401444176Z_0_end.jsonl,1725,4842,3540
benchmark_runs/deepseek-coder-6.7b-base-baseline-20260417T230636517659Z/raw/code_debug/deepseek_coder_6_7b_base_baseline_20260417T230636517659Z_0_end.jsonl,1724,4842,3552
benchmark_runs/qwen3-14b-base-lora-clean-20260417T012439790306Z/raw/code_polishment/qwen3_14b_base_lora_clean_20260417T012439790306Z_0_end.jsonl,1724,7218,4231
benchmark_runs/qwen3-8b-base-lora-clean-20260410T072512991051Z/raw/code_polishment/qwen3_8b_base_lora_clean_20260410T072512991051Z_0_end.jsonl,1710,19786,3338
benchmark_runs/qwen3-14b-base-lora-dirty10k-20260418T200450849175Z/raw/code_polishment/qwen3_14b_base_lora_dirty10k_20260418T200450849175Z_0_end.jsonl,1668,7868,4133
benchmark_runs/qwen3-14b-base-lora-dirty10k-20260410T034707684762Z/raw/code_polishment/qwen3_14b_base_lora_dirty10k_20260410T034707684762Z_0_end.jsonl,1667,7868,4130
benchmark_runs/qwen2.5-3b-lora-unclean-20260422T042301940335Z/raw/code_polishment/qwen2_5_3b_lora_unclean_20260422T042301940335Z_0_end.jsonl,1666,7692,4221
benchmark_runs/qwen3-14b-base-lora-dirty-20260410T041929267154Z/raw/code_debug/qwen3_14b_base_lora_dirty_20260410T041929267154Z_0_end.jsonl,1665,6142,4285
benchmark_runs/qwen3-14b-base-lora-dirty-20260418T220219120808Z/raw/code_debug/qwen3_14b_base_lora_dirty_20260418T220219120808Z_0_end.jsonl,1663,7303,4285
benchmark_runs/_interrupted/deepseek-coder-6.7b-base-baseline-20260409T152918Z/raw/code_translate/deepseek_coder_6_7b_base_baseline_20260409T152918Z_0_end.jsonl,1657,7853,3425
benchmark_runs/qwen3-4b-base-lora-clean-20260410T061125660334Z/raw/code_debug/qwen3_4b_base_lora_clean_20260410T061125660334Z_0_end.jsonl,1650,6113,4249
benchmark_runs/qwen3-14b-base-lora-dirty10k-20260418T200450849175Z/raw/code_debug/qwen3_14b_base_lora_dirty10k_20260418T200450849175Z_0_end.jsonl,1649,6819,4189
benchmark_runs/deepseek-coder-6.7b-base-baseline-20260409T203401444176Z/raw/code_polishment/deepseek_coder_6_7b_base_baseline_20260409T203401444176Z_0_end.jsonl,1638,7782,3599
benchmark_runs/qwen3-14b-base-lora-dirty10k-20260410T034707684762Z/raw/code_debug/qwen3_14b_base_lora_dirty10k_20260410T034707684762Z_0_end.jsonl,1632,6975,4184
benchmark_runs/deepseek-coder-6.7b-base-baseline-20260417T230636517659Z/raw/code_polishment/deepseek_coder_6_7b_base_baseline_20260417T230636517659Z_0_end.jsonl,1621,7782,3596
benchmark_runs/qwen3-8b-base-lora-clean-20260410T072512991051Z/raw/code_debug/qwen3_8b_base_lora_clean_20260410T072512991051Z_0_end.jsonl,1581,20427,3375
benchmark_runs/qwen3-8b-base-lora-unclean74k-20260419T032330896307Z/raw/code_translate/qwen3_8b_base_lora_unclean74k_20260419T032330896307Z_0_end.jsonl,1512,9170,4096
benchmark_runs/qwen3-8b-base-lora-unclean74k-20260410T083125717316Z/raw/code_translate/qwen3_8b_base_lora_unclean74k_20260410T083125717316Z_0_end.jsonl,1499,9170,4096
benchmark_runs/qwen2.5-coder-14b-lora-dirty-20260416T203509813736Z/raw/code_debug/qwen2_5_coder_14b_lora_dirty_20260416T203509813736Z_0_end.jsonl,1468,13839,4877
benchmark_runs/qwen2.5-coder-14b-lora-dirty-20260418T114704125314Z/raw/code_debug/qwen2_5_coder_14b_lora_dirty_20260418T114704125314Z_0_end.jsonl,1468,13839,4851
benchmark_runs/deepseek-coder-6.7b-base-lora-clean-20260410T083740880601Z/raw/code_switch/deepseek_coder_6_7b_base_lora_clean_20260410T083740880601Z_0_end.jsonl,1451,6139,5929
benchmark_runs/deepseek-coder-6.7b-base-lora-clean-20260419T043211238548Z/raw/code_switch/deepseek_coder_6_7b_base_lora_clean_20260419T043211238548Z_0_end.jsonl,1451,6139,5927
benchmark_runs/deepseek-coder-6.7b-base-lora-unclean-20260423T175454860327Z/raw/code_switch/deepseek_coder_6_7b_base_lora_unclean_20260423T175454860327Z_0_end.jsonl,1451,6147,5951
benchmark_runs/deepseek-coder-6.7b-base-lora-unclean74k-20260419T075715807957Z/raw/code_switch/deepseek_coder_6_7b_base_lora_unclean74k_20260419T075715807957Z_0_end.jsonl,1451,6153,5951
benchmark_runs/qwen2.5-3b-lora-clean10k-20260409T223816521417Z/raw/code_switch/qwen2_5_3b_lora_clean10k_20260409T223816521417Z_0_end.jsonl,1451,6536,4135
benchmark_runs/deepseek-coder-6.7b-base-lora-dirty-20260410T093652677124Z/raw/code_switch/deepseek_coder_6_7b_base_lora_dirty_20260410T093652677124Z_0_end.jsonl,1450,6134,5935
benchmark_runs/deepseek-coder-6.7b-base-lora-dirty-20260419T061424111401Z/raw/code_switch/deepseek_coder_6_7b_base_lora_dirty_20260419T061424111401Z_0_end.jsonl,1450,6134,5933
benchmark_runs/deepseek-coder-6.7b-base-lora-unclean74k-20260410T101813368867Z/raw/code_switch/deepseek_coder_6_7b_base_lora_unclean74k_20260410T101813368867Z_0_end.jsonl,1450,6153,5950
benchmark_runs/llama-3.2-3b-lora-dirty-20260418T050728766994Z/raw/code_switch/llama_3_2_3b_lora_dirty_20260418T050728766994Z_0_end.jsonl,1450,5891,4105
benchmark_runs/qwen2.5-coder-14b-lora-unclean-20260422T184547557365Z/raw/code_switch/qwen2_5_coder_14b_lora_unclean_20260422T184547557365Z_0_end.jsonl,1450,16085,4386
benchmark_runs/qwen2.5-coder-7b-lora-unclean-20260423T015421183589Z/raw/code_switch/qwen2_5_coder_7b_lora_unclean_20260423T015421183589Z_0_end.jsonl,1450,16099,4210
benchmark_runs/llama-3.2-3b-lora-clean-20260418T041625154798Z/raw/code_switch/llama_3_2_3b_lora_clean_20260418T041625154798Z_0_end.jsonl,1449,6674,4143
benchmark_runs/qwen2.5-3b-lora-unclean10k-20260423T040843119141Z/raw/code_switch/qwen2_5_3b_lora_unclean10k_20260423T040843119141Z_0_end.jsonl,1449,11276,4150
benchmark_runs/qwen2.5-coder-7b-lora-dirty-20260416T230342417572Z/raw/code_switch/qwen2_5_coder_7b_lora_dirty_20260416T230342417572Z_0_end.jsonl,1449,17135,4035
benchmark_runs/qwen2.5-coder-7b-lora-dirty10k-20260416T221032354053Z/raw/code_switch/qwen2_5_coder_7b_lora_dirty10k_20260416T221032354053Z_0_end.jsonl,1449,19755,4144
benchmark_runs/qwen2.5-coder-7b-lora-dirty10k-20260418T160803449471Z/raw/code_switch/qwen2_5_coder_7b_lora_dirty10k_20260418T160803449471Z_0_end.jsonl,1449,19408,4143
benchmark_runs/qwen3-4b-base-lora-dirty-20260419T005641018719Z/raw/code_polishment/qwen3_4b_base_lora_dirty_20260419T005641018719Z_0_end.jsonl,1449,6626,4247
benchmark_runs/llama-3.2-3b-lora-clean-20260410T200640322209Z/raw/code_switch/llama_3_2_3b_lora_clean_20260410T200640322209Z_0_end.jsonl,1448,6674,4150
benchmark_runs/llama-3.2-3b-lora-dirty-20260410T205740169730Z/raw/code_switch/llama_3_2_3b_lora_dirty_20260410T205740169730Z_0_end.jsonl,1448,5891,4118
benchmark_runs/qwen2.5-coder-14b-lora-unclean-20260422T015608558738Z/raw/code_switch/qwen2_5_coder_14b_lora_unclean_20260422T015608558738Z_0_end.jsonl,1448,16085,4390
benchmark_runs/qwen2.5-coder-14b-lora-unclean-20260423T003441441412Z/raw/code_switch/qwen2_5_coder_14b_lora_unclean_20260423T003441441412Z_0_end.jsonl,1448,16085,4369
benchmark_runs/qwen2.5-coder-7b-lora-clean-20260410T001507490245Z/raw/code_switch/qwen2_5_coder_7b_lora_clean_20260410T001507490245Z_0_end.jsonl,1448,7491,4065
benchmark_runs/qwen2.5-coder-7b-lora-unclean-20260422T175621184548Z/raw/code_switch/qwen2_5_coder_7b_lora_unclean_20260422T175621184548Z_0_end.jsonl,1448,16104,4200
benchmark_runs/qwen2.5-coder-7b-lora-unclean-20260423T132418034156Z/raw/code_switch/qwen2_5_coder_7b_lora_unclean_20260423T132418034156Z_0_end.jsonl,1448,16104,4212
benchmark_runs/llama-3.2-3b-lora-unclean-20260422T073747642660Z/raw/code_switch/llama_3_2_3b_lora_unclean_20260422T073747642660Z_0_end.jsonl,1447,6005,4153
benchmark_runs/llama-3.2-3b-lora-unclean-20260422T143255674865Z/raw/code_switch/llama_3_2_3b_lora_unclean_20260422T143255674865Z_0_end.jsonl,1447,7342,4153
benchmark_runs/qwen2.5-coder-14b-lora-unclean-20260422T104121153032Z/raw/code_switch/qwen2_5_coder_14b_lora_unclean_20260422T104121153032Z_0_end.jsonl,1446,16085,4383
benchmark_runs/qwen2.5-coder-7b-lora-clean10k-20260409T235910483594Z/raw/code_switch/qwen2_5_coder_7b_lora_clean10k_20260409T235910483594Z_0_end.jsonl,1446,10766,4141
benchmark_runs/qwen2.5-coder-7b-lora-unclean74k-20260417T000213274436Z/raw/code_switch/qwen2_5_coder_7b_lora_unclean74k_20260417T000213274436Z_0_end.jsonl,1446,5429,3628
benchmark_runs/qwen2.5-coder-7b-lora-unclean74k-20260418T170033879725Z/raw/code_switch/qwen2_5_coder_7b_lora_unclean74k_20260418T170033879725Z_0_end.jsonl,1446,5692,3676
benchmark_runs/starcoder2-15b-baseline-20260409T203413347628Z/raw/code_switch/starcoder2_15b_baseline_20260409T203413347628Z_0_end.jsonl,1444,12245,3779
benchmark_runs/starcoder2-15b-baseline-20260415T185909354701Z/raw/code_switch/starcoder2_15b_baseline_20260415T185909354701Z_0_end.jsonl,1441,4351,3780
benchmark_runs/starcoder2-7b-baseline-20260415T200314684133Z/raw/code_switch/starcoder2_7b_baseline_20260415T200314684133Z_0_end.jsonl,1438,5829,3673
benchmark_runs/qwen2.5-3b-lora-dirty10k-20260418T073921767284Z/raw/code_switch/qwen2_5_3b_lora_dirty10k_20260418T073921767284Z_0_end.jsonl,1437,5522,4151
benchmark_runs/starcoder2-7b-baseline-20260409T221304723202Z/raw/code_switch/starcoder2_7b_baseline_20260409T221304723202Z_0_end.jsonl,1437,4850,3672
benchmark_runs/qwen2.5-coder-14b-lora-clean-20260416T203511555376Z/raw/code_switch/qwen2_5_coder_14b_lora_clean_20260416T203511555376Z_0_end.jsonl,1436,15911,4216
benchmark_runs/qwen3-14b-base-lora-clean-20260417T012439790306Z/raw/code_switch/qwen3_14b_base_lora_clean_20260417T012439790306Z_0_end.jsonl,1436,10414,4148
benchmark_runs/qwen2.5-coder-14b-lora-unclean74k-20260416T225633840158Z/raw/code_switch/qwen2_5_coder_14b_lora_unclean74k_20260416T225633840158Z_0_end.jsonl,1435,19780,4242
benchmark_runs/qwen3-4b-base-lora-dirty-20260410T063854550362Z/raw/code_polishment/qwen3_4b_base_lora_dirty_20260410T063854550362Z_0_end.jsonl,1435,6626,4250
benchmark_runs/qwen3-14b-base-lora-unclean-20260422T205736288920Z/raw/code_switch/qwen3_14b_base_lora_unclean_20260422T205736288920Z_0_end.jsonl,1433,6136,4337
benchmark_runs/qwen2.5-coder-14b-baseline-20260417T180742437628Z/raw/code_switch/qwen2_5_coder_14b_baseline_20260417T180742437628Z_0_end.jsonl,1432,7316,4071
benchmark_runs/qwen2.5-coder-14b-lora-clean-20260418T093649488110Z/raw/code_switch/qwen2_5_coder_14b_lora_clean_20260418T093649488110Z_0_end.jsonl,1432,16065,4219
benchmark_runs/qwen3-14b-base-lora-unclean-20260422T022848031208Z/raw/code_switch/qwen3_14b_base_lora_unclean_20260422T022848031208Z_0_end.jsonl,1432,7291,4348
benchmark_runs/qwen2.5-coder-14b-lora-dirty-20260418T114704125314Z/raw/code_switch/qwen2_5_coder_14b_lora_dirty_20260418T114704125314Z_0_end.jsonl,1428,9406,6516
benchmark_runs/qwen3-14b-base-lora-unclean-20260422T120902591970Z/raw/code_switch/qwen3_14b_base_lora_unclean_20260422T120902591970Z_0_end.jsonl,1427,7291,4326
benchmark_runs/qwen2.5-coder-14b-lora-dirty-20260416T203509813736Z/raw/code_switch/qwen2_5_coder_14b_lora_dirty_20260416T203509813736Z_0_end.jsonl,1426,8434,6596
benchmark_runs/qwen3-14b-base-lora-unclean-20260423T140302210775Z/raw/code_switch/qwen3_14b_base_lora_unclean_20260423T140302210775Z_0_end.jsonl,1426,6136,4334
benchmark_runs/qwen2.5-3b-lora-clean10k-20260418T064608021211Z/raw/code_switch/qwen2_5_3b_lora_clean10k_20260418T064608021211Z_0_end.jsonl,1417,5594,4139
benchmark_runs/llama-3.2-3b-lora-unclean74k-20260418T060013733329Z/raw/code_debug/llama_3_2_3b_lora_unclean74k_20260418T060013733329Z_0_end.jsonl,1415,7065,4314
benchmark_runs/qwen3-4b-base-lora-unclean-20260423T022216133033Z/raw/code_switch/qwen3_4b_base_lora_unclean_20260423T022216133033Z_0_end.jsonl,1413,5740,4143
benchmark_runs/qwen3-4b-base-lora-unclean-20260422T042308214384Z/raw/code_switch/qwen3_4b_base_lora_unclean_20260422T042308214384Z_0_end.jsonl,1412,5740,4141
benchmark_runs/qwen3-4b-base-lora-unclean-20260423T151534824226Z/raw/code_switch/qwen3_4b_base_lora_unclean_20260423T151534824226Z_0_end.jsonl,1406,5387,4143
benchmark_runs/llama-3.2-3b-lora-unclean74k-20260410T215040667720Z/raw/code_debug/llama_3_2_3b_lora_unclean74k_20260410T215040667720Z_0_end.jsonl,1405,10838,4304
benchmark_runs/qwen3-14b-base-lora-dirty-20260410T041929267154Z/raw/code_polishment/qwen3_14b_base_lora_dirty_20260410T041929267154Z_0_end.jsonl,1399,7679,4232
benchmark_runs/qwen2.5-3b-lora-unclean-20260422T042301940335Z/raw/code_switch/qwen2_5_3b_lora_unclean_20260422T042301940335Z_0_end.jsonl,1398,6178,4144
benchmark_runs/starcoder2-3b-baseline-20260418T004851033485Z/raw/code_switch/starcoder2_3b_baseline_20260418T004851033485Z_0_end.jsonl,1397,7808,3697
benchmark_runs/qwen3-14b-base-lora-unclean-20260422T120902591970Z/raw/code_polishment/qwen3_14b_base_lora_unclean_20260422T120902591970Z_0_end.jsonl,1396,7683,4336
benchmark_runs/qwen3-14b-base-lora-unclean-20260422T022848031208Z/raw/code_polishment/qwen3_14b_base_lora_unclean_20260422T022848031208Z_0_end.jsonl,1391,7685,4336
benchmark_runs/starcoder2-3b-baseline-20260416T210457358916Z/raw/code_switch/starcoder2_3b_baseline_20260416T210457358916Z_0_end.jsonl,1391,7833,3693
benchmark_runs/qwen3-14b-base-lora-clean10k-20260410T015108695320Z/raw/code_debug/qwen3_14b_base_lora_clean10k_20260410T015108695320Z_0_end.jsonl,1389,6136,4362
benchmark_runs/qwen3-14b-base-lora-dirty-20260418T220219120808Z/raw/code_polishment/qwen3_14b_base_lora_dirty_20260418T220219120808Z_0_end.jsonl,1386,7679,4232
benchmark_runs/qwen3-14b-base-lora-unclean-20260422T205736288920Z/raw/code_polishment/qwen3_14b_base_lora_unclean_20260422T205736288920Z_0_end.jsonl,1383,7713,4336
benchmark_runs/qwen3-14b-base-lora-unclean-20260423T140302210775Z/raw/code_polishment/qwen3_14b_base_lora_unclean_20260423T140302210775Z_0_end.jsonl,1379,7685,4329
benchmark_runs/qwen3-14b-base-lora-clean10k-20260418T180430398409Z/raw/code_debug/qwen3_14b_base_lora_clean10k_20260418T180430398409Z_0_end.jsonl,1371,6141,4372
benchmark_runs/qwen3-4b-base-lora-dirty-20260419T005641018719Z/raw/code_switch/qwen3_4b_base_lora_dirty_20260419T005641018719Z_0_end.jsonl,1336,7061,4183
benchmark_runs/qwen3-14b-base-lora-clean10k-20260410T015108695320Z/raw/code_switch/qwen3_14b_base_lora_clean10k_20260410T015108695320Z_0_end.jsonl,1333,24525,4165
benchmark_runs/qwen3-14b-base-lora-clean10k-20260418T180430398409Z/raw/code_switch/qwen3_14b_base_lora_clean10k_20260418T180430398409Z_0_end.jsonl,1319,24525,4176
benchmark_runs/qwen3-4b-base-lora-dirty-20260410T063854550362Z/raw/code_switch/qwen3_4b_base_lora_dirty_20260410T063854550362Z_0_end.jsonl,1316,5948,4176
benchmark_runs/qwen2.5-3b-lora-unclean74k-20260418T090410610452Z/raw/code_translate/qwen2_5_3b_lora_unclean74k_20260418T090410610452Z_0_end.jsonl,1314,12085,4195
benchmark_runs/qwen3-14b-base-lora-dirty-20260410T041929267154Z/raw/code_translate/qwen3_14b_base_lora_dirty_20260410T041929267154Z_0_end.jsonl,1301,10031,4192
benchmark_runs/qwen3-14b-base-lora-dirty-20260418T220219120808Z/raw/code_translate/qwen3_14b_base_lora_dirty_20260418T220219120808Z_0_end.jsonl,1297,10031,4195
benchmark_runs/qwen3-8b-base-lora-unclean74k-20260410T083125717316Z/raw/code_switch/qwen3_8b_base_lora_unclean74k_20260410T083125717316Z_0_end.jsonl,1285,8191,4095
benchmark_runs/qwen2.5-3b-lora-unclean74k-20260410T225117226834Z/raw/code_translate/qwen2_5_3b_lora_unclean74k_20260410T225117226834Z_0_end.jsonl,1280,5836,4199
benchmark_runs/qwen3-8b-base-lora-unclean74k-20260419T032330896307Z/raw/code_switch/qwen3_8b_base_lora_unclean74k_20260419T032330896307Z_0_end.jsonl,1260,7817,4095
benchmark_runs/qwen3-8b-base-lora-unclean74k-20260419T032330896307Z/raw/code_polishment/qwen3_8b_base_lora_unclean74k_20260419T032330896307Z_0_end.jsonl,1236,11119,4095
benchmark_runs/qwen3-4b-base-lora-dirty-20260419T005641018719Z/raw/code_debug/qwen3_4b_base_lora_dirty_20260419T005641018719Z_0_end.jsonl,1216,6089,4263
benchmark_runs/qwen3-4b-base-lora-dirty-20260410T063854550362Z/raw/code_debug/qwen3_4b_base_lora_dirty_20260410T063854550362Z_0_end.jsonl,1200,6919,4263
benchmark_runs/qwen3-14b-base-lora-clean-20260417T012439790306Z/raw/code_debug/qwen3_14b_base_lora_clean_20260417T012439790306Z_0_end.jsonl,1199,6307,4327
benchmark_runs/qwen3-8b-base-lora-clean-20260410T072512991051Z/raw/code_switch/qwen3_8b_base_lora_clean_20260410T072512991051Z_0_end.jsonl,1197,18527,2208
benchmark_runs/codellama-13b-hf-baseline-20260416T203756688024Z/raw/code_switch/codellama_13b_hf_baseline_20260416T203756688024Z_0_end.jsonl,1180,5558,3337
benchmark_runs/codellama-13b-hf-baseline-20260417T182307180901Z/raw/code_switch/codellama_13b_hf_baseline_20260417T182307180901Z_0_end.jsonl,1174,5558,3338
benchmark_runs/qwen3-8b-base-lora-unclean74k-20260410T083125717316Z/raw/code_polishment/qwen3_8b_base_lora_unclean74k_20260410T083125717316Z_0_end.jsonl,1151,7019,4095
benchmark_runs/qwen3-8b-base-lora-unclean74k-20260410T083125717316Z/raw/code_debug/qwen3_8b_base_lora_unclean74k_20260410T083125717316Z_0_end.jsonl,1146,6604,4095
benchmark_runs/qwen3-8b-base-lora-unclean74k-20260419T032330896307Z/raw/code_debug/qwen3_8b_base_lora_unclean74k_20260419T032330896307Z_0_end.jsonl,1121,7280,4095
benchmark_runs/deepseek-coder-6.7b-base-baseline-20260417T230636517659Z/raw/code_switch/deepseek_coder_6_7b_base_baseline_20260417T230636517659Z_0_end.jsonl,1108,7610,3419
benchmark_runs/deepseek-coder-6.7b-base-baseline-20260409T203401444176Z/raw/code_switch/deepseek_coder_6_7b_base_baseline_20260409T203401444176Z_0_end.jsonl,1089,4590,3413
benchmark_runs/qwen2.5-3b-lora-dirty-20260418T083107155245Z/raw/code_switch/qwen2_5_3b_lora_dirty_20260418T083107155245Z_0_end.jsonl,1046,5343,4160
benchmark_runs/codellama-13b-hf-baseline-20260417T182307180901Z/raw/code_translate/codellama_13b_hf_baseline_20260417T182307180901Z_0_end.jsonl,1034,6713,3358
benchmark_runs/codellama-13b-hf-baseline-20260416T203756688024Z/raw/code_translate/codellama_13b_hf_baseline_20260416T203756688024Z_0_end.jsonl,1030,6714,3354
benchmark_runs/qwen2.5-3b-lora-dirty-20260410T225117226812Z/raw/code_switch/qwen2_5_3b_lora_dirty_20260410T225117226812Z_0_end.jsonl,1023,7228,4160
benchmark_runs/qwen3-8b-base-lora-unclean-20260423T061654637980Z/raw/code_switch/qwen3_8b_base_lora_unclean_20260423T061654637980Z_0_end.jsonl,1001,7233,4052
benchmark_runs/qwen2.5-coder-7b-baseline-20260409T141432Z/raw/code_debug/qwen2_5_coder_7b_baseline_20260409T141432Z_0_end.jsonl,1000,7259,3985
benchmark_runs/qwen2.5-3b-lora-dirty-20260418T083107155245Z/raw/code_polishment/qwen2_5_3b_lora_dirty_20260418T083107155245Z_0_end.jsonl,979,7833,4205
benchmark_runs/qwen2.5-3b-lora-dirty-20260410T225117226812Z/raw/code_polishment/qwen2_5_3b_lora_dirty_20260410T225117226812Z_0_end.jsonl,978,7833,4224
benchmark_runs/llama-3.2-3b-lora-unclean74k-20260410T215040667720Z/raw/code_switch/llama_3_2_3b_lora_unclean74k_20260410T215040667720Z_0_end.jsonl,947,6629,4053
benchmark_runs/llama-3.2-3b-lora-unclean74k-20260418T060013733329Z/raw/code_switch/llama_3_2_3b_lora_unclean74k_20260418T060013733329Z_0_end.jsonl,942,6620,4050
benchmark_runs/qwen2.5-coder-7b-baseline-20260409T141432Z/raw/code_switch/qwen2_5_coder_7b_baseline_20260409T141432Z_0_end.jsonl,935,5322,3583
benchmark_runs/qwen2.5-3b-lora-unclean74k-20260418T090410610452Z/raw/code_debug/qwen2_5_3b_lora_unclean74k_20260418T090410610452Z_0_end.jsonl,894,5888,4227
benchmark_runs/qwen2.5-3b-lora-unclean74k-20260410T225117226834Z/raw/code_debug/qwen2_5_3b_lora_unclean74k_20260410T225117226834Z_0_end.jsonl,849,5888,4233
benchmark_runs/codellama-13b-hf-baseline-20260417T182307180901Z/raw/code_polishment/codellama_13b_hf_baseline_20260417T182307180901Z_0_end.jsonl,831,5352,3299
benchmark_runs/codellama-13b-hf-baseline-20260416T203756688024Z/raw/code_polishment/codellama_13b_hf_baseline_20260416T203756688024Z_0_end.jsonl,829,5352,3297
benchmark_runs/qwen2.5-3b-lora-dirty-20260410T225117226812Z/raw/code_debug/qwen2_5_3b_lora_dirty_20260410T225117226812Z_0_end.jsonl,766,6906,4271
benchmark_runs/qwen3-14b-base-lora-dirty10k-20260410T034707684762Z/raw/code_switch/qwen3_14b_base_lora_dirty10k_20260410T034707684762Z_0_end.jsonl,752,5603,4074
benchmark_runs/qwen2.5-coder-7b-baseline-20260409T141432Z/raw/code_polishment/qwen2_5_coder_7b_baseline_20260409T141432Z_0_end.jsonl,736,5423,3984
benchmark_runs/qwen2.5-3b-lora-dirty-20260418T083107155245Z/raw/code_debug/qwen2_5_3b_lora_dirty_20260418T083107155245Z_0_end.jsonl,729,6906,4260
benchmark_runs/qwen2.5-3b-lora-dirty-20260410T225117226812Z/raw/code_translate/qwen2_5_3b_lora_dirty_20260410T225117226812Z_0_end.jsonl,720,6602,4315
benchmark_runs/qwen3-14b-base-lora-dirty10k-20260418T200450849175Z/raw/code_switch/qwen3_14b_base_lora_dirty10k_20260418T200450849175Z_0_end.jsonl,710,7259,4076
benchmark_runs/qwen2.5-coder-7b-baseline-20260409T141432Z/raw/code_translate/qwen2_5_coder_7b_baseline_20260409T141432Z_0_end.jsonl,678,5708,4042
benchmark_runs/qwen2.5-3b-lora-dirty-20260418T083107155245Z/raw/code_translate/qwen2_5_3b_lora_dirty_20260418T083107155245Z_0_end.jsonl,675,6602,4300
benchmark_runs/qwen3-4b-base-lora-clean-20260410T061125660334Z/raw/code_switch/qwen3_4b_base_lora_clean_20260410T061125660334Z_0_end.jsonl,675,5319,4108
benchmark_runs/qwen2.5-coder-7b-lora-unclean10k-20260423T074615352614Z/raw/code_switch/qwen2_5_coder_7b_lora_unclean10k_20260423T074615352614Z_0_end.jsonl,672,6063,4210
benchmark_runs/qwen2.5-coder-7b-lora-unclean10k-20260423T074615352614Z/raw/code_translate/qwen2_5_coder_7b_lora_unclean10k_20260423T074615352614Z_0_end.jsonl,672,6093,4209
benchmark_runs/qwen2.5-coder-7b-lora-unclean10k-20260423T074615352614Z/raw/code_polishment/qwen2_5_coder_7b_lora_unclean10k_20260423T074615352614Z_0_end.jsonl,671,6064,4117
benchmark_runs/qwen2.5-coder-7b-lora-unclean10k-20260423T074615352614Z/raw/code_debug/qwen2_5_coder_7b_lora_unclean10k_20260423T074615352614Z_0_end.jsonl,669,6905,4078
benchmark_runs/codellama-7b-hf-baseline-20260416T203718323269Z/raw/code_translate/codellama_7b_hf_baseline_20260416T203718323269Z_0_end.jsonl,668,5034,3174
